Context,English,Chinese_Traditional,Chinese
"tutorial_hammer_text","With this tool you will raise mighty halls and towering fortifications.\n\nStart by building a <color=yellow>Workbench</color>, this in turn will enable you to construct other things.","你可以用這把工具錘建造雄偉的大殿和堅固的堡壘。 \n\n不過首先你需要製作一個<color=yellow>工作檯</color>，這樣你才可以開始建造其他設施。 \n","你可以用这把工具锤建造雄伟的大殿和坚固的堡垒。 \n\n不过首先你需要制作一个<color=yellow>工作台</color>，这样你才可以开始建造其他设施。 \n"
"tutorial_hammer_topic","You have crafted a Hammer","你製作了一把工具錘","你制作了一把工具锤"
"tutorial_hoe_label","Hugin: Hoe","福金：鋤頭","福金：锄头"
"tutorial_hoe_text","This tool is used for landscaping, you could say it is the perfect complement to the Hammer.\n\nUse it to clear the ground and manipulate the terrain. It is easier to create buildings on level ground!","這個工具可以用來整地，可以說是工具錘的最佳伙伴。 \n\n它可以用作清理地面，和管理地貌。 在平坦的地面上會更加容易建造房屋。","这个工具可以用来改善地面环境，可以说是工具锤的最佳伴侣。 \n\n它可以用作清理地面，和管理地貌。 在平坦的地面环境上建造房屋会更加容易。 "
"tutorial_hoe_topic","You have crafted a Hoe","你製作了一把鋤頭","你制作了一把锄头"
"tutorial_hunger_label","Hugin: Hunger","福金：飢餓","福金：饥饿"
"tutorial_hunger_text","Consuming food is of <color=yellow>utmost importance</color> to a viking warrior, even in the afterlife. Having a full belly both fortifies your health and improves your stamina.\n\nFood can be found everywhere in the world, and a great deal of it can be prepared at a <color=yellow>Cooking station</color>.","對於維京戰士來說，<color=yellow>最重要的事</color>就是吃飯，即使你已經轉世。 \n只有吃飽了才可以強化你的生命值和耐力值。 \n\n在所有區域都可以找到食物，不過最好的辦法還是準備一個 <color=yellow>烹飪檯</color>。","对于维京战士来说，<color=yellow>最重要的事</color>就是干饭，即使你已经转世。 \n只有吃饱了才可以强化你的生命值和耐力值。 \n\n在所有区域都可以找到食物，不过最好的办法还是准备一个 <color=yellow>烹饪台</color>。 "
"tutorial_hunger_topic","You need sustenance","你需要營養","你需要营养"
"tutorial_inventory_label","Hugin: Inventory","福金：背包","福金：物品栏"
"tutorial_inventory_text","Most items must be crafted. However, due to your recent departure from Midgard, you will have to recall the true shape of objects. Just pick things up and it will all come back to you, I'm sure.\n\nMy lesser brother, Munin, tells me one can fashion a Stone Axe out of <color=yellow>Wood and Stone</color>.","大部分的物品都需要手工製作才能獲得。 但你才剛離開人界，你需要回憶起各種物品的真實樣貌。 只要你一直拾取各種物品，你記憶便會慢慢回來。 \n\n我弟弟霧尼曾經跟我說過，人們可以用<color=yellow>木材和石頭</color>.做成一把石斧。","大部分的物品都需要手工制作才能获得。 但结合你刚刚离开人界的事实，你将会面临必须要回忆起世间各种物品的真实形态。 不过只要你一直坚持拾取各种物品，你对世间万物的记忆便会慢慢回来。 \n\n我弟弟雾尼曾经跟我说过，人们可以用<color=yellow>木材和石头</color>.做成一把石斧。 "
"tutorial_inventory_topic","Take stock of your inventory","清點你的背包","清点你的物品栏"
"tutorial_ore_label","Hugin: Ore","福金：礦石","福金：矿石"
"tutorial_ore_text","Raw ore needs to be refined in the <color=yellow>Smelter</color> before you can work it at the <color=yellow>Forge</color>.\n\nTo build a Smelter you will need <color=yellow>Surtling Cores</color>. Search for them in the dark places beneath the earth.","礦原石需要經過 <color=yellow>冶煉爐</color>的提煉後才可以開始 <color=yellow>鍛造</color>。 \n\n你需要 <color=yellow>焰靈之核</color>才可以建造冶煉爐。 去黑暗的地下城搜尋吧。","原矿石需要经过 <color=yellow>冶炼炉r</color>的提纯后才可以开始 <color=yellow>锻造</color>。 \n\n你需要 <color=yellow>焰灵之核</color>才可以建造冶炼炉。 去黑暗的地下城搜寻吧。 "
"tutorial_ore_topic","You have found some ore","你發現了一些礦石","你发现了一些矿石"
"tutorial_pickaxe_label","Hugin: Pickaxe","福金：鎬","福金：镐"
"tutorial_pickaxe_text","Black forest is rich in minerals, there you can find copper in the ground and tin lining the ocean shore.\n\nNow go forth and strike the earth!","黑暗森林有著豊富的礦物資源，你可以在內陸上找到銅，在海岸邊找到錫。 \n\n現在快去開採吧！","黑暗林山有着充足的矿物资源，你可以在内陆上找到铜，在海岸边找到锡。 \n\n现在快去开采吧！"
"tutorial_pickaxe_topic","You have crafted a Pickaxe","你製作了一把鎬","你制作了一把镐"
"tutorial_portal_label","Hugin: Portals","福金：傳送門","福金：传送门"
"tutorial_portal_text","Portals are great for fast travel between different parts of the world.\n\nOf course, you need to build one on the other end as well, then give the pair the same name and they will be automatically connected!","傳送門可以使你快速移動到世界的其他位置。 \n\n當然你在另一端也必須要建立一個傳送門才行，你只需要給兩個傳送門標上同樣的咒文，這樣它們就會自動連接。","传送门可以使你快速移动到世界的其他位置。 \n\n当然了，你在另一端也必须要有一个传送门才行，你只需要给两个传送门标上同样的名字，这样它们就会自动连接。 "
"tutorial_portal_topic","You have built a Portal","你建造了一個傳送門","你建造了一个传送门"
"tutorial_random1","Kraa!","啞！","Kraa!"
"tutorial_random2","Was that a vole...","那是田鼠嗎？","那是田鼠吗？"
"tutorial_random3","Fair weather...","天氣不錯...","天气不错..."
"tutorial_randomevent_label","Hugin: Invasions","福金：侵略","福金：侵略"
"tutorial_randomevent_text","Monsters will lay siege to your camp from time to time. Strength of arms does not guarantee you victory in these situations, build a strong defence to weather out the storm!","敵人會三不五時的向你的營地發動進攻。 技能或裝備並不能保證你一定能贏，你需要修建更堅固的防護才能抵抗他們的進攻。","敌人会时不时的向你的营地发动进攻。 技能或装备并不能保证你一定能赢，你需要修建更坚固的防护才能抵抗他们的进攻。 "
"tutorial_randomevent_topic","You have been invaded","你被侵略了","你被侵略了"
"tutorial_randomimp1","Hail warrior.","這邊，戰士","久违了！勇士！"
"tutorial_randomimp2","Well met.","幸會。","幸会。 "
"tutorial_randomimp3","I bring tidings.","我帶來了消息。","我是你的信使。 "
"tutorial_smelter_label","Hugin: Smelter","福金：冶煉爐","福金：冶炼炉"
"tutorial_smelter_text","Deposit your raw ore in this furnace and it will melt away all impurities, leaving you with a bar of refined metal to work at the Forge.\n\nYou will need <color=yellow>Coal</color> to fuel the Smelter, this can be produced by building a Kiln and loading it with Wood.","將你的礦原石放進這台熔爐裡，它會熔化裡面所有的雜質，這樣你就能得到可用來鍛造的純淨金屬。 \n\n熔煉它們需要用到<color=yellow>木炭</color>，建造一個木炭窯來把木頭燒成木炭。","将你的原矿石放进这台冶炼炉里，它会熔化里面所有的杂质，这样你就能得到纯净的钢材以锻造。 \n\n你会需要<color=yellow>木炭</color>来启动冶炼炉，木炭的生产需要建造一个木炭窑并往里面添上木头。 "
"tutorial_smelter_topic","You have built a Smelter","你建造了一個冶煉爐","你建造了一个冶炼炉"
"tutorial_start_label","Hugin: Tip","福金：提示","福金：提示"
"tutorial_start_text","Start tips: try to interact with things in the environment. Some items like stones, branches and pieces of flint can be collected and used for crafting. \n\nTo open your inventory and crafting screen press $KEY_Inventory.","開始提示：請試著與周圍的事物互動。 例如石頭、樹枝、燧石塊等，可以收集並用於製作。 \n\n要打開背包和製作界面，請按$KEY_Inventory。","开始提示：请试着与环境中的各种事物交互。 某些物品，如石头、树枝、燧石块等，可以收集并用于制作。 \n\n要打开物品栏和制作界面，请按$KEY_Inventory。 "
"tutorial_start_topic","Welcome to Valheim","歡迎來到瓦爾海姆","欢迎来到瓦尔海姆"
"tutorial_stemple1_label","Hugin: Welcome","福金：歡迎","福金：欢迎"
"tutorial_stemple1_text","I am Hugin, sent here to guide you in your travels.\n\nThe megaliths surrounding you are the Sacrificial Stones. They represent the Forsaken, which you must slay in order to ascend to Valhalla.","我是福金，我被派來做你的嚮導。 \n\n這些包圍著你的巨石是獻祭石。 \n他們代表著被遺忘者們，你必須要按順序擊殺他們以獲得進入英靈殿的機會。","我是福金，我被派来做你的向导。 \n\n这些包围着你的巨石是献祭石。 \n他们代表着被遗忘者们，你必须要按顺序击杀他们以获得升入瓦尔哈拉的机会。 "
"tutorial_stemple1_topic","Welcome to the 10th World, warrior","歡迎來到第十大神界，勇士","欢迎来到第十大神界，勇士"
"tutorial_stemple2_label","Hugin: Vegvisirs","福金：指南石","福金：指南石"
"tutorial_stemple2_text","These magical stones were scattered throughout the lands by Odin as signposts pointing toward the ritual grounds of the Forsaken.\n\nIf inspected closer, this one will reveal the summoning place of Eikthyr, your <color=yellow>first prey</color>. He is a mighty beast, so you need to properly arm yourself before even attempting to defeat him.","奧丁把這些魔石撒落在了這篇土地上。 作為指南石指引著召喚被遺忘者們的祭壇的前路。 \n\n如果靠近觀察，這塊指南石會顯示召喚赤血靈鹿的位置，你的 <color=yellow>第一個任務</color>。 他是一頭無敵的神獸，在嘗試擊敗他之前你必須你必須正式裝備好你自己。","奥丁把这些魔石撒落在了这篇土地上。 作为指南石指引着召唤被遗忘者们的祭坛的前路。 \n\n如果靠近观察，这块指南石会显示召唤赤血灵鹿的位置，你的 <color=yellow>第一个任务</color>。 他是一头无敌的神兽，在尝试击败他之前你必须你必须正式装备好你自己。 "
"tutorial_stemple2_topic","This stone is a Vegvisir","這塊石碑是指南石","这块石碑是指南石"
"tutorial_stemple4_label","Hugin: Eikthyr defeated","福金：赤血靈鹿已被擊敗","福金：赤血灵鹿已被击败"
"tutorial_stemple4_text","You have been granted the power of Eikthyr, use it in times of need.\n\nYour next target dwells in the Black forest. Go there, explore the lands, and uncover their lost treasures and resources.\n\nThe Elder awaits!","你獲得了赤血靈鹿的力量，請在你需要的時候使用。 \n\n你的下一個目標會在黑暗林山裡。 去那裡探索並發現被遺忘的寶物和資源吧。 \n\n古樹長老正在等你！","你获得了赤血灵鹿的力量，请在你需要的时候使用。 \n\n你的下一个目标会在黑暗林山里。 去那里探索并发现被遗忘的宝物和资源吧。 \n\n古树长老正在等你！"
"tutorial_stemple4_topic","Odin is pleased","奧丁很滿意","奥丁很满意"
"tutorial_weight_label","Hugin: Encumberance","福金：超重","福金：超重"
"tutorial_weight_text","If you carry too much luggage you will become encumbered, slowing you down and preventing you from regaining your stamina.","如果你攜帶太多的東西你會變得遲緩，這會降低你的移動速度並讓你的耐力值無法恢復。","如果你携带太多的东西你会变得迟缓，这会降低你的移动速度并让你的耐力值无法恢复。 "
"tutorial_weight_topic","You need to lighten your load!","你需要減輕你的負担！","你需要减轻你的负担！"
"tutorial_wishbone_label","Hugin: Wishbone","福金：願望骨","福金：愿望骨"
"tutorial_wishbone_text","It seems one of the many bones this living ossuary hid in his belly was a Wishbone.\n\nThis bone contains powerful magic that guides you to things hidden in the earth. It can locate Silver veins, but may also lead you to buried treasure...","好像在他腹部藏著的許多骨頭裡，其中有一塊就是願望骨。 \n\n這塊骨頭自帶著強大的魔法，可以帶你找到許多隱秘的寶物。 它能定位銀礦脈，也可能帶你找到被埋藏的寶藏...","貌似在他腹部藏着的许多骨头里，其中有一块愿望骨。 \n\n这块骨头携带着强大的魔法，可以带你找到许多隐秘的宝物。 它能定位银矿源，也可能带你找到被埋藏的宝藏..."
"tutorial_wishbone_topic","Bonemass left you a parting gift","邪骨惡靈給你留下了一份禮物","邪骨恶灵给你留下了一份礼物"
"tutorial_workbench_label","Hugin: Workbench","福金：工作檯","福金：工作台"
"tutorial_workbench_text","The Workbench allows you to craft <color=yellow>complex Items</color> as well as giving you access to lots of more <color=yellow>Building Pieces</color> to construct with the Hammer.","工作檯是你<color=yellow>合成物品</color>的地方，也可以讓你有更多的<color=yellow>建材</color>選項。","工作台是你制作<color=yellow>合成物品</color>的地方，也可以让你有更多的<color=yellow>建材</color>选项。 "
